,scenario_no,t,disc,premiums_first_year,premiums_renewal,claims,fire_gmm.premium,fire_gmm.claim,fire_gmm.investment_component,fire_gmm.expense,fire_gmm.acquisition,ess_weights
623,1,623,0.779462910087998,0.0,0.0,3115.0,0.0,-3115.0,0.0,0.0,0.0,0.9457352687653474
624,1,624,0.779151249588163,0.0,353184.0,3120.0,353184.0,-3120.0,0.0,0.0,0.0,0.9459702249564529
625,1,625,0.778839713702682,0.0,0.0,3125.0,0.0,-3125.0,0.0,0.0,0.0,0.9462042216984635
626,1,626,0.778528302381729,0.0,0.0,3130.0,0.0,-3130.0,0.0,0.0,0.0,0.9464372624089772
627,1,627,0.778217015575499,0.0,0.0,3135.0,0.0,-3135.0,0.0,0.0,0.0,0.9466693504977617
628,1,628,0.777905853234205,0.0,0.0,3140.0,0.0,-3140.0,0.0,0.0,0.0,0.9469004893667317
629,1,629,0.777594815308082,0.0,0.0,3145.0,0.0,-3145.0,0.0,0.0,0.0,0.9471306824099276
630,1,630,0.777283901747383,0.0,0.0,3150.0,0.0,-3150.0,0.0,0.0,0.0,0.9473599330134945
631,1,631,0.776973112502382,0.0,0.0,3155.0,0.0,-3155.0,0.0,0.0,0.0,0.9475882445556613
632,1,632,0.776662447523373,0.0,0.0,3160.0,0.0,-3160.0,0.0,0.0,0.0,0.9478156204067202
633,1,633,0.776351906760669,0.0,0.0,3165.0,0.0,-3165.0,0.0,0.0,0.0,0.9480420639290073
634,1,634,0.776041490164603,0.0,0.0,3170.0,0.0,-3170.0,0.0,0.0,0.0,0.9482675784768831
635,1,635,0.775731197685529,0.0,0.0,3175.0,0.0,-3175.0,0.0,0.0,0.0,0.9484921673967136
636,1,636,0.775421029273819,0.0,359976.0,3180.0,359976.0,-3180.0,0.0,0.0,0.0,0.9487158340268517
637,1,637,0.775110984879867,0.0,0.0,3185.0,0.0,-3185.0,0.0,0.0,0.0,0.9489385816976196
638,1,638,0.774801064454086,0.0,0.0,3190.0,0.0,-3190.0,0.0,0.0,0.0,0.9491604137312906
639,1,639,0.774491267946907,0.0,0.0,3195.0,0.0,-3195.0,0.0,0.0,0.0,0.9493813334420724
640,1,640,0.774181595308783,0.0,0.0,3200.0,0.0,-3200.0,0.0,0.0,0.0,0.9496013441360905
641,1,641,0.773872046490187,0.0,0.0,3205.0,0.0,-3205.0,0.0,0.0,0.0,0.9498204491113715
642,1,642,0.773562621441611,0.0,0.0,3210.0,0.0,-3210.0,0.0,0.0,0.0,0.9500386516578276
643,1,643,0.773253320113565,0.0,0.0,3215.0,0.0,-3215.0,0.0,0.0,0.0,0.9502559550572408
644,1,644,0.772944142456583,0.0,0.0,3220.0,0.0,-3220.0,0.0,0.0,0.0,0.9504723625832483
645,1,645,0.772635088421214,0.0,0.0,3225.0,0.0,-3225.0,0.0,0.0,0.0,0.9506878775013274
646,1,646,0.772326157958031,0.0,0.0,3230.0,0.0,-3230.0,0.0,0.0,0.0,0.950902503068782
647,1,647,0.772017351017624,0.0,0.0,3235.0,0.0,-3235.0,0.0,0.0,0.0,0.9511162425347279
648,1,648,0.771708667550604,0.0,366768.0,3240.0,366768.0,-3240.0,0.0,0.0,0.0,0.9513290991400806
649,1,649,0.771400107507601,0.0,0.0,3245.0,0.0,-3245.0,0.0,0.0,0.0,0.9515410761175407
650,1,650,0.771091670839265,0.0,0.0,3250.0,0.0,-3250.0,0.0,0.0,0.0,0.9517521766915825
651,1,651,0.770783357496267,0.0,0.0,3255.0,0.0,-3255.0,0.0,0.0,0.0,0.9519624040784421
652,1,652,0.770475167429295,0.0,0.0,3260.0,0.0,-3260.0,0.0,0.0,0.0,0.9521717614861043
653,1,653,0.77016710058906,0.0,0.0,3265.0,0.0,-3265.0,0.0,0.0,0.0,0.9523802521142919
654,1,654,0.769859156926289,0.0,0.0,3270.0,0.0,-3270.0,0.0,0.0,0.0,0.952587879154455
655,1,655,0.769551336391733,0.0,0.0,3275.0,0.0,-3275.0,0.0,0.0,0.0,0.9527946457897595
656,1,656,0.769243638936158,0.0,0.0,3280.0,0.0,-3280.0,0.0,0.0,0.0,0.9530005551950774
657,1,657,0.768936064510354,0.0,0.0,3285.0,0.0,-3285.0,0.0,0.0,0.0,0.9532056105369766
658,1,658,0.768628613065128,0.0,0.0,3290.0,0.0,-3290.0,0.0,0.0,0.0,0.9534098149737119
659,1,659,0.768321284551307,0.0,0.0,3295.0,0.0,-3295.0,0.0,0.0,0.0,0.9536131716552146
660,1,660,0.76801407891974,0.0,373560.0,3300.0,373560.0,-3300.0,0.0,0.0,0.0,0.9538156837230851
661,1,661,0.767706996121291,0.0,0.0,3305.0,0.0,-3305.0,0.0,0.0,0.0,0.9540173543105832
662,1,662,0.767400036106848,0.0,0.0,3310.0,0.0,-3310.0,0.0,0.0,0.0,0.954218186542621
663,1,663,0.767093198827317,0.0,0.0,3315.0,0.0,-3315.0,0.0,0.0,0.0,0.9544181835357545
664,1,664,0.766786484233624,0.0,0.0,3320.0,0.0,-3320.0,0.0,0.0,0.0,0.9546173483981766
665,1,665,0.766479892276713,0.0,0.0,3325.0,0.0,-3325.0,0.0,0.0,0.0,0.9548156842297091
666,1,666,0.76617342290755,0.0,0.0,3330.0,0.0,-3330.0,0.0,0.0,0.0,0.9550131941217973
667,1,667,0.76586707607712,0.0,0.0,3335.0,0.0,-3335.0,0.0,0.0,0.0,0.9552098811575033
668,1,668,0.765560851736425,0.0,0.0,3340.0,0.0,-3340.0,0.0,0.0,0.0,0.9554057484114984
669,1,669,0.76525474983649,0.0,0.0,3345.0,0.0,-3345.0,0.0,0.0,0.0,0.9556007989500597
670,1,670,0.764948770328359,0.0,0.0,3350.0,0.0,-3350.0,0.0,0.0,0.0,0.9557950358310632
671,1,671,0.764642913163094,0.0,0.0,3355.0,0.0,-3355.0,0.0,0.0,0.0,0.9559884621039795
672,1,672,0.764337178291777,0.0,380352.0,3360.0,380352.0,-3360.0,0.0,0.0,0.0,0.9561810808098682
673,1,673,0.764031565665511,0.0,0.0,3365.0,0.0,-3365.0,0.0,0.0,0.0,0.9563728949813745
674,1,674,0.763726075235417,0.0,0.0,3370.0,0.0,-3370.0,0.0,0.0,0.0,0.9565639076427241
675,1,675,0.763420706952636,0.0,0.0,3375.0,0.0,-3375.0,0.0,0.0,0.0,0.9567541218097205
676,1,676,0.763115460768329,0.0,0.0,3380.0,0.0,-3380.0,0.0,0.0,0.0,0.9569435404897407
677,1,677,0.762810336633675,0.0,0.0,3385.0,0.0,-3385.0,0.0,0.0,0.0,0.957132166681732
678,1,678,0.762505334499875,0.0,0.0,3390.0,0.0,-3390.0,0.0,0.0,0.0,0.9573200033762096
679,1,679,0.762200454318148,0.0,0.0,3395.0,0.0,-3395.0,0.0,0.0,0.0,0.9575070535552542
680,1,680,0.761895696039732,0.0,0.0,3400.0,0.0,-3400.0,0.0,0.0,0.0,0.9576933201925087
681,1,681,0.761591059615886,0.0,0.0,3405.0,0.0,-3405.0,0.0,0.0,0.0,0.957878806253178
682,1,682,0.761286544997887,0.0,0.0,3410.0,0.0,-3410.0,0.0,0.0,0.0,0.958063514694025
683,1,683,0.760982152137032,0.0,0.0,3415.0,0.0,-3415.0,0.0,0.0,0.0,0.9582474484633714
684,1,684,0.760677880984638,0.0,387144.0,3420.0,387144.0,-3420.0,0.0,0.0,0.0,0.9584306105010952
685,1,685,0.760373731492041,0.0,0.0,3425.0,0.0,-3425.0,0.0,0.0,0.0,0.9586130037386308
686,1,686,0.760069703610597,0.0,0.0,3430.0,0.0,-3430.0,0.0,0.0,0.0,0.9587946310989675
687,1,687,0.759765797291681,0.0,0.0,3435.0,0.0,-3435.0,0.0,0.0,0.0,0.9589754954966504
688,1,688,0.759462012486686,0.0,0.0,3440.0,0.0,-3440.0,0.0,0.0,0.0,0.9591555998377796
689,1,689,0.759158349147027,0.0,0.0,3445.0,0.0,-3445.0,0.0,0.0,0.0,0.9593349470200104
690,1,690,0.758854807224138,0.0,0.0,3450.0,0.0,-3450.0,0.0,0.0,0.0,0.9595135399325553
691,1,691,0.75855138666947,0.0,0.0,3455.0,0.0,-3455.0,0.0,0.0,0.0,0.9596913814561822
692,1,692,0.758248087434496,0.0,0.0,3460.0,0.0,-3460.0,0.0,0.0,0.0,0.9598684744632181
693,1,693,0.757944909470708,0.0,0.0,3465.0,0.0,-3465.0,0.0,0.0,0.0,0.9600448218175491
694,1,694,0.757641852729616,0.0,0.0,3470.0,0.0,-3470.0,0.0,0.0,0.0,0.9602204263746229
695,1,695,0.757338917162751,0.0,0.0,3475.0,0.0,-3475.0,0.0,0.0,0.0,0.9603952909814493
696,1,696,0.757036102721662,0.0,393936.0,3480.0,393936.0,-3480.0,0.0,0.0,0.0,0.9605694184766034
697,1,697,0.756733409357919,0.0,0.0,3485.0,0.0,-3485.0,0.0,0.0,0.0,0.9607428116902285
698,1,698,0.75643083702311,0.0,0.0,3490.0,0.0,-3490.0,0.0,0.0,0.0,0.960915473444037
699,1,699,0.756128385668842,0.0,0.0,3495.0,0.0,-3495.0,0.0,0.0,0.0,0.9610874065513147
700,1,700,0.755826055246744,0.0,0.0,3500.0,0.0,-3500.0,0.0,0.0,0.0,0.9612586138169239
701,1,701,0.75552384570846,0.0,0.0,3505.0,0.0,-3505.0,0.0,0.0,0.0,0.9614290980373056
702,1,702,0.755221757005658,0.0,0.0,3510.0,0.0,-3510.0,0.0,0.0,0.0,0.9615988620004845
703,1,703,0.754919789090022,0.0,0.0,3515.0,0.0,-3515.0,0.0,0.0,0.0,0.9617679084860721
704,1,704,0.754617941913257,0.0,0.0,3520.0,0.0,-3520.0,0.0,0.0,0.0,0.9619362402652706
705,1,705,0.754316215427086,0.0,0.0,3525.0,0.0,-3525.0,0.0,0.0,0.0,0.962103860100878
706,1,706,0.754014609583253,0.0,0.0,3530.0,0.0,-3530.0,0.0,0.0,0.0,0.9622707707472916
707,1,707,0.753713124333519,0.0,0.0,3535.0,0.0,-3535.0,0.0,0.0,0.0,0.9624369749505137
708,1,708,0.753411759629668,0.0,400728.0,3540.0,400728.0,-3540.0,0.0,0.0,0.0,0.9626024754481561
709,1,709,0.753110515423498,0.0,0.0,3545.0,0.0,-3545.0,0.0,0.0,0.0,0.9627672749694453
710,1,710,0.752809391666832,0.0,0.0,3550.0,0.0,-3550.0,0.0,0.0,0.0,0.9629313762352278
711,1,711,0.752508388311507,0.0,0.0,3555.0,0.0,-3555.0,0.0,0.0,0.0,0.9630947819579763
712,1,712,0.752207505309383,0.0,0.0,3560.0,0.0,-3560.0,0.0,0.0,0.0,0.9632574948417948
713,1,713,0.751906742612338,0.0,0.0,3565.0,0.0,-3565.0,0.0,0.0,0.0,0.9634195175824254
714,1,714,0.75160610017227,0.0,0.0,3570.0,0.0,-3570.0,0.0,0.0,0.0,0.9635808528672539
715,1,715,0.751305577941093,0.0,0.0,3575.0,0.0,-3575.0,0.0,0.0,0.0,0.9637415033753167
716,1,716,0.751005175870745,0.0,0.0,3580.0,0.0,-3580.0,0.0,0.0,0.0,0.9639014717773071
717,1,717,0.75070489391318,0.0,0.0,3585.0,0.0,-3585.0,0.0,0.0,0.0,0.9640607607355829
718,1,718,0.750404732020371,0.0,0.0,3590.0,0.0,-3590.0,0.0,0.0,0.0,0.9642193729041725
719,1,719,0.750104690144314,0.0,0.0,3595.0,0.0,-3595.0,0.0,0.0,0.0,0.9643773109287826
720,1,720,0.749804768237019,0.0,407520.0,3600.0,407520.0,-3600.0,0.0,0.0,0.0,0.9645345774468063
721,1,721,0.749504966250519,0.0,0.0,3605.0,0.0,-3605.0,0.0,0.0,0.0,0.9646911750873296
722,1,722,0.749205284136864,0.0,0.0,3610.0,0.0,-3610.0,0.0,0.0,0.0,0.96484710647114
723,1,723,0.748905721848125,0.0,0.0,3615.0,0.0,-3615.0,0.0,0.0,0.0,0.9650023742107344
724,1,724,0.74860627933639,0.0,0.0,3620.0,0.0,-3620.0,0.0,0.0,0.0,0.9651569809103271
725,1,725,0.748306956553769,0.0,0.0,3625.0,0.0,-3625.0,0.0,0.0,0.0,0.9653109291658584
726,1,726,0.748007753452388,0.0,0.0,3630.0,0.0,-3630.0,0.0,0.0,0.0,0.9654642215650032
727,1,727,0.747708669984394,0.0,0.0,3635.0,0.0,-3635.0,0.0,0.0,0.0,0.9656168606871799
728,1,728,0.747409706101954,0.0,0.0,3640.0,0.0,-3640.0,0.0,0.0,0.0,0.9657688491035585
729,1,729,0.747110861757251,0.0,0.0,3645.0,0.0,-3645.0,0.0,0.0,0.0,0.9659201893770708
730,1,730,0.74681213690249,0.0,0.0,3650.0,0.0,-3650.0,0.0,0.0,0.0,0.9660708840624189
731,1,731,0.746513531489894,0.0,0.0,3655.0,0.0,-3655.0,0.0,0.0,0.0,0.9662209357060855
732,1,732,0.746215045471705,0.0,414312.0,3660.0,414312.0,-3660.0,0.0,0.0,0.0,0.9663703468463425
733,1,733,0.745916678800185,0.0,0.0,3665.0,0.0,-3665.0,0.0,0.0,0.0,0.9665191200132609
734,1,734,0.745618431427614,0.0,0.0,3670.0,0.0,-3670.0,0.0,0.0,0.0,0.966667257728722
735,1,735,0.745320303306292,0.0,0.0,3675.0,0.0,-3675.0,0.0,0.0,0.0,0.966814762506426
736,1,736,0.745022294388536,0.0,0.0,3680.0,0.0,-3680.0,0.0,0.0,0.0,0.9669616368519026
737,1,737,0.744724404626686,0.0,0.0,3685.0,0.0,-3685.0,0.0,0.0,0.0,0.9671078832625223
738,1,738,0.744426633973097,0.0,0.0,3690.0,0.0,-3690.0,0.0,0.0,0.0,0.967253504227506
739,1,739,0.744128982380145,0.0,0.0,3695.0,0.0,-3695.0,0.0,0.0,0.0,0.967398502227936
740,1,740,0.743831449800224,0.0,0.0,3700.0,0.0,-3700.0,0.0,0.0,0.0,0.9675428797367671
741,1,741,0.74353403618575,0.0,0.0,3705.0,0.0,-3705.0,0.0,0.0,0.0,0.9676866392188377
742,1,742,0.743236741489155,0.0,0.0,3710.0,0.0,-3710.0,0.0,0.0,0.0,0.9678297831308799
743,1,743,0.742939565662889,0.0,0.0,3715.0,0.0,-3715.0,0.0,0.0,0.0,0.9679723139215325
744,1,744,0.742642508659426,0.0,421104.0,3720.0,421104.0,-3720.0,0.0,0.0,0.0,0.9681142340313513
745,1,745,0.742345570431253,0.0,0.0,3725.0,0.0,-3725.0,0.0,0.0,0.0,0.9682555458928213
746,1,746,0.742048750930881,0.0,0.0,3730.0,0.0,-3730.0,0.0,0.0,0.0,0.9683962519303677
747,1,747,0.741752050110837,0.0,0.0,3735.0,0.0,-3735.0,0.0,0.0,0.0,0.9685363545603684
748,1,748,0.741455467923667,0.0,0.0,3740.0,0.0,-3740.0,0.0,0.0,0.0,0.968675856191166
749,1,749,0.741159004321939,0.0,0.0,3745.0,0.0,-3745.0,0.0,0.0,0.0,0.9688147592230798
750,1,750,0.740862659258235,0.0,0.0,3750.0,0.0,-3750.0,0.0,0.0,0.0,0.9689530660484178
751,1,751,0.740566432685161,0.0,0.0,3755.0,0.0,-3755.0,0.0,0.0,0.0,0.9690907790514898
752,1,752,0.740270324555339,0.0,0.0,3760.0,0.0,-3760.0,0.0,0.0,0.0,0.9692279006086192
753,1,753,0.739974334821411,0.0,0.0,3765.0,0.0,-3765.0,0.0,0.0,0.0,0.9693644330881563
754,1,754,0.739678463436036,0.0,0.0,3770.0,0.0,-3770.0,0.0,0.0,0.0,0.9695003788504903
755,1,755,0.739382710351896,0.0,0.0,3775.0,0.0,-3775.0,0.0,0.0,0.0,0.9696357402480632
756,1,756,0.739087075521687,0.0,427896.0,3780.0,427896.0,-3780.0,0.0,0.0,0.0,0.9697705196253819
757,1,757,0.738791558898128,0.0,0.0,3785.0,0.0,-3785.0,0.0,0.0,0.0,0.969904719319032
758,1,758,0.738496160433954,0.0,0.0,3790.0,0.0,-3790.0,0.0,0.0,0.0,0.9700383416576908
759,1,759,0.738200880081921,0.0,0.0,3795.0,0.0,-3795.0,0.0,0.0,0.0,0.9701713889621406
760,1,760,0.737905717794803,0.0,0.0,3800.0,0.0,-3800.0,0.0,0.0,0.0,0.9703038635452822
761,1,761,0.737610673525393,0.0,0.0,3805.0,0.0,-3805.0,0.0,0.0,0.0,0.9704357677121492
762,1,762,0.737315747226503,0.0,0.0,3810.0,0.0,-3810.0,0.0,0.0,0.0,0.9705671037599203
763,1,763,0.737020938850962,0.0,0.0,3815.0,0.0,-3815.0,0.0,0.0,0.0,0.9706978739779344
764,1,764,0.736726248351622,0.0,0.0,3820.0,0.0,-3820.0,0.0,0.0,0.0,0.970828080647704
765,1,765,0.736431675681349,0.0,0.0,3825.0,0.0,-3825.0,0.0,0.0,0.0,0.9709577260429295
766,1,766,0.736137220793032,0.0,0.0,3830.0,0.0,-3830.0,0.0,0.0,0.0,0.9710868124295129
767,1,767,0.735842883639576,0.0,0.0,3835.0,0.0,-3835.0,0.0,0.0,0.0,0.9712153420655724
768,1,768,0.735548664173907,0.0,434688.0,3840.0,434688.0,-3840.0,0.0,0.0,0.0,0.9713433172014566
769,1,769,0.735254562348967,0.0,0.0,3845.0,0.0,-3845.0,0.0,0.0,0.0,0.9714707400797591
770,1,770,0.73496057811772,0.0,0.0,3850.0,0.0,-3850.0,0.0,0.0,0.0,0.9715976129353329
771,1,771,0.734666711433147,0.0,0.0,3855.0,0.0,-3855.0,0.0,0.0,0.0,0.971723937995305
772,1,772,0.734372962248248,0.0,0.0,3860.0,0.0,-3860.0,0.0,0.0,0.0,0.9718497174790913
773,1,773,0.734079330516041,0.0,0.0,3865.0,0.0,-3865.0,0.0,0.0,0.0,0.9719749535984109
774,1,774,0.733785816189565,0.0,0.0,3870.0,0.0,-3870.0,0.0,0.0,0.0,0.9720996485573024
775,1,775,0.733492419221877,0.0,0.0,3875.0,0.0,-3875.0,0.0,0.0,0.0,0.9722238045521367
776,1,776,0.73319913956605,0.0,0.0,3880.0,0.0,-3880.0,0.0,0.0,0.0,0.9723474237716345
777,1,777,0.73290597717518,0.0,0.0,3885.0,0.0,-3885.0,0.0,0.0,0.0,0.9724705083968794
778,1,778,0.732612932002379,0.0,0.0,3890.0,0.0,-3890.0,0.0,0.0,0.0,0.9725930606013345
779,1,779,0.732320004000779,0.0,0.0,3895.0,0.0,-3895.0,0.0,0.0,0.0,0.9727150825508571
780,1,780,0.73202719312353,0.0,441480.0,3900.0,441480.0,-3900.0,0.0,0.0,0.0,0.9728365764037149
781,1,781,0.7317344993238,0.0,0.0,3905.0,0.0,-3905.0,0.0,0.0,0.0,0.9729575443106001
782,1,782,0.731441922554778,0.0,0.0,3910.0,0.0,-3910.0,0.0,0.0,0.0,0.9730779884146463
783,1,783,0.73114946276967,0.0,0.0,3915.0,0.0,-3915.0,0.0,0.0,0.0,0.9731979108514439
784,1,784,0.730857119921702,0.0,0.0,3920.0,0.0,-3920.0,0.0,0.0,0.0,0.9733173137490554
785,1,785,0.730564893964116,0.0,0.0,3925.0,0.0,-3925.0,0.0,0.0,0.0,0.9734361992280314
786,1,786,0.730272784850176,0.0,0.0,3930.0,0.0,-3930.0,0.0,0.0,0.0,0.9735545694014267
787,1,787,0.729980792533163,0.0,0.0,3935.0,0.0,-3935.0,0.0,0.0,0.0,0.9736724263748159
788,1,788,0.729688916966376,0.0,0.0,3940.0,0.0,-3940.0,0.0,0.0,0.0,0.9737897722463101
789,1,789,0.729397158103135,0.0,0.0,3945.0,0.0,-3945.0,0.0,0.0,0.0,0.973906609106572
790,1,790,0.729105515896776,0.0,0.0,3950.0,0.0,-3950.0,0.0,0.0,0.0,0.9740229390388333
791,1,791,0.728813990300656,0.0,0.0,3955.0,0.0,-3955.0,0.0,0.0,0.0,0.9741387641189097
792,1,792,0.728522581268149,0.0,448272.0,3960.0,448272.0,-3960.0,0.0,0.0,0.0,0.9742540864152178
793,1,793,0.728231288752648,0.0,0.0,3965.0,0.0,-3965.0,0.0,0.0,0.0,0.9743689079887918
794,1,794,0.727940112707565,0.0,0.0,3970.0,0.0,-3970.0,0.0,0.0,0.0,0.9744832308932997
795,1,795,0.72764905308633,0.0,0.0,3975.0,0.0,-3975.0,0.0,0.0,0.0,0.9745970571750588
796,1,796,0.727358109842394,0.0,0.0,3980.0,0.0,-3980.0,0.0,0.0,0.0,0.9747103888730542
797,1,797,0.727067282929222,0.0,0.0,3985.0,0.0,-3985.0,0.0,0.0,0.0,0.9748232280189537
798,1,798,0.726776572300302,0.0,0.0,3990.0,0.0,-3990.0,0.0,0.0,0.0,0.974935576637125
799,1,799,0.726485977909138,0.0,0.0,3995.0,0.0,-3995.0,0.0,0.0,0.0,0.9750474367446534
800,1,800,0.726195499709255,0.0,0.0,4000.0,0.0,-4000.0,0.0,0.0,0.0,0.9751588103513568
801,1,801,0.725905137654193,0.0,0.0,4005.0,0.0,-4005.0,0.0,0.0,0.0,0.9752696994598036
802,1,802,0.725614891697514,0.0,0.0,4010.0,0.0,-4010.0,0.0,0.0,0.0,0.9753801060653299
803,1,803,0.725324761792797,0.0,0.0,4015.0,0.0,-4015.0,0.0,0.0,0.0,0.9754900321560559
804,1,804,0.725034747893639,0.0,455064.0,4020.0,455064.0,-4020.0,0.0,0.0,0.0,0.9755994797129028
805,1,805,0.724744849953658,0.0,0.0,4025.0,0.0,-4025.0,0.0,0.0,0.0,0.9757084507096101
806,1,806,0.724455067926487,0.0,0.0,4030.0,0.0,-4030.0,0.0,0.0,0.0,0.9758169471127526
807,1,807,0.724165401765781,0.0,0.0,4035.0,0.0,-4035.0,0.0,0.0,0.0,0.9759249708817578
808,1,808,0.723875851425211,0.0,0.0,4040.0,0.0,-4040.0,0.0,0.0,0.0,0.9760325239689225
809,1,809,0.723586416858468,0.0,0.0,4045.0,0.0,-4045.0,0.0,0.0,0.0,0.9761396083194308
810,1,810,0.72329709801926,0.0,0.0,4050.0,0.0,-4050.0,0.0,0.0,0.0,0.9762462258713706
811,1,811,0.723007894861316,0.0,0.0,4055.0,0.0,-4055.0,0.0,0.0,0.0,0.9763523785557514
812,1,812,0.72271880733838,0.0,0.0,4060.0,0.0,-4060.0,0.0,0.0,0.0,0.9764580682965216
813,1,813,0.722429835404219,0.0,0.0,4065.0,0.0,-4065.0,0.0,0.0,0.0,0.9765632970105862
814,1,814,0.722140979012614,0.0,0.0,4070.0,0.0,-4070.0,0.0,0.0,0.0,0.9766680666078231
815,1,815,0.721852238117367,0.0,0.0,4075.0,0.0,-4075.0,0.0,0.0,0.0,0.9767723789911019
816,1,816,0.721563612672298,0.0,461856.0,4080.0,461856.0,-4080.0,0.0,0.0,0.0,0.9768762360563011
817,1,817,0.721275102631245,0.0,0.0,4085.0,0.0,-4085.0,0.0,0.0,0.0,0.9769796396923247
818,1,818,0.720986707948066,0.0,0.0,4090.0,0.0,-4090.0,0.0,0.0,0.0,0.9770825917811214
819,1,819,0.720698428576636,0.0,0.0,4095.0,0.0,-4095.0,0.0,0.0,0.0,0.9771850941977005
820,1,820,0.720410264470847,0.0,0.0,4100.0,0.0,-4100.0,0.0,0.0,0.0,0.9772871488101509
821,1,821,0.720122215584613,0.0,0.0,4105.0,0.0,-4105.0,0.0,0.0,0.0,0.9773887574796584
822,1,822,0.719834281871865,0.0,0.0,4110.0,0.0,-4110.0,0.0,0.0,0.0,0.9774899220605231
823,1,823,0.71954646328655,0.0,0.0,4115.0,0.0,-4115.0,0.0,0.0,0.0,0.9775906444001773
824,1,824,0.719258759782637,0.0,0.0,4120.0,0.0,-4120.0,0.0,0.0,0.0,0.9776909263392034
825,1,825,0.718971171314111,0.0,0.0,4125.0,0.0,-4125.0,0.0,0.0,0.0,0.9777907697113517
826,1,826,0.718683697834977,0.0,0.0,4130.0,0.0,-4130.0,0.0,0.0,0.0,0.9778901763435585
827,1,827,0.718396339299258,0.0,0.0,4135.0,0.0,-4135.0,0.0,0.0,0.0,0.977989148055963
828,1,828,0.718109095660993,0.0,468648.0,4140.0,468648.0,-4140.0,0.0,0.0,0.0,0.9780876866619264
829,1,829,0.717821966874244,0.0,0.0,4145.0,0.0,-4145.0,0.0,0.0,0.0,0.9781857939680492
830,1,830,0.717534952893087,0.0,0.0,4150.0,0.0,-4150.0,0.0,0.0,0.0,0.9782834717741887
831,1,831,0.717248053671618,0.0,0.0,4155.0,0.0,-4155.0,0.0,0.0,0.0,0.9783807218734782
832,1,832,0.716961269163952,0.0,0.0,4160.0,0.0,-4160.0,0.0,0.0,0.0,0.9784775460523436
833,1,833,0.716674599324223,0.0,0.0,4165.0,0.0,-4165.0,0.0,0.0,0.0,0.9785739460905226
834,1,834,0.71638804410658,0.0,0.0,4170.0,0.0,-4170.0,0.0,0.0,0.0,0.9786699237610819
835,1,835,0.716101603465194,0.0,0.0,4175.0,0.0,-4175.0,0.0,0.0,0.0,0.9787654808304354
836,1,836,0.715815277354252,0.0,0.0,4180.0,0.0,-4180.0,0.0,0.0,0.0,0.9788606190583624
837,1,837,0.715529065727961,0.0,0.0,4185.0,0.0,-4185.0,0.0,0.0,0.0,0.978955340198026
838,1,838,0.715242968540545,0.0,0.0,4190.0,0.0,-4190.0,0.0,0.0,0.0,0.9790496459959908
839,1,839,0.714956985746246,0.0,0.0,4195.0,0.0,-4195.0,0.0,0.0,0.0,0.9791435381922405
840,1,840,0.714671117299327,0.0,475440.0,4200.0,475440.0,-4200.0,0.0,0.0,0.0,0.9792370185201972
841,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
842,2,1,0.995024875621891,0.0,0.0,5.0,0.0,-5.0,0.0,0.0,0.0,0.49885309663907446
843,2,2,0.990074503106359,0.0,0.0,10.0,0.0,-10.0,0.0,0.0,0.0,0.49770620534706267
844,2,3,0.98514875930981,0.0,0.0,15.0,0.0,-15.0,0.0,0.0,0.0,0.4965593381923699
845,2,4,0.980247521701304,0.0,0.0,20.0,0.0,-20.0,0.0,0.0,0.0,0.49541250724238606
846,2,5,0.975370668359506,0.0,0.0,25.0,0.0,-25.0,0.0,0.0,0.0,0.49426572456297685
847,2,6,0.970518077969658,0.0,0.0,30.0,0.0,-30.0,0.0,0.0,0.0,0.49311900221797667
848,2,7,0.965689629820555,0.0,0.0,35.0,0.0,-35.0,0.0,0.0,0.0,0.4919723522686802
849,2,8,0.960885203801548,0.0,0.0,40.0,0.0,-40.0,0.0,0.0,0.0,0.4908257867733371
850,2,9,0.95610468039955,0.0,0.0,45.0,0.0,-45.0,0.0,0.0,0.0,0.48967931778664175
851,2,10,0.95134794069607,0.0,0.0,50.0,0.0,-50.0,0.0,0.0,0.0,0.4885329573592297
852,2,11,0.946614866364249,0.0,0.0,55.0,0.0,-55.0,0.0,0.0,0.0,0.4873867175371692
853,2,12,0.941905339665919,0.0,6792.0,60.0,6792.0,-60.0,0.0,0.0,0.0,0.48624061036145655
854,2,13,0.937219243448676,0.0,0.0,65.0,0.0,-65.0,0.0,0.0,0.0,0.48509464786750983
855,2,14,0.932556461142961,0.0,0.0,70.0,0.0,-70.0,0.0,0.0,0.0,0.4839488420846633
856,2,15,0.927916876759166,0.0,0.0,75.0,0.0,-75.0,0.0,0.0,0.0,0.4828032050356652
857,2,16,0.923300374884742,0.0,0.0,80.0,0.0,-80.0,0.0,0.0,0.0,0.4816577487361709
858,2,17,0.918706840681335,0.0,0.0,85.0,0.0,-85.0,0.0,0.0,0.0,0.48051248519424217
859,2,18,0.914136159881926,0.0,0.0,90.0,0.0,-90.0,0.0,0.0,0.0,0.4793674264098434
860,2,19,0.909588218787986,0.0,0.0,95.0,0.0,-95.0,0.0,0.0,0.0,0.4782225843743396
861,2,20,0.905062904266653,0.0,0.0,100.0,0.0,-100.0,0.0,0.0,0.0,0.47707797106999583
862,2,21,0.900560103747913,0.0,0.0,105.0,0.0,-105.0,0.0,0.0,0.0,0.4759335984694769
